CONTRATO|TIPO|IDENTIFICADOR|FECHA|
A0100000000006Q|PR |000008074647116|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647116        ContratoPR          18503758_807464711602_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503758_807464711602_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647357|05/03/2013|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647357        ContratoPR          18503962_807464735706_AF-03-CORR-01_O_0_20175230.PDF                                             MASIVO      S8503962_807464735706_AF-03-CORR-01_O_0_20175230.PDF
A0100000000006Q|PR |000008074647357|23/05/1977|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647357        ContratoPR          18503962_807464735706_AF-03-CORR-01_O_1_20175230.PDF                                             MASIVO      S8503962_807464735706_AF-03-CORR-01_O_1_20175230.PDF
A0100000000006Q|PR |000008074647355|14/03/2008|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-05-CERA-14_O_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-05-CERA-14_O_0_20175230.PDF
A0100000000006Q|PR |000008074647355|23/12/2011|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-05-CERA-14_O_1_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-05-CERA-14_O_1_20175230.PDF
A0100000000006Q|PR |000008074647355|01/01/1901|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-08-CUAD-02_C_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-08-CUAD-02_C_0_20175230.PDF
A0100000000006Q|PR |000008074647355|01/01/1901|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-08-CUAD-02_O_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-08-CUAD-02_O_0_20175230.PDF
A0100000000006Q|PR |000008074647355|18/02/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-08_C_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-08_C_0_20175230.PDF
A0100000000006Q|PR |000008074647355|25/02/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-08_C_1_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-08_C_1_20175230.PDF
A0100000000006Q|PR |000008074647355|09/03/2009|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-08_C_2_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-08_C_2_20175230.PDF
A0100000000006Q|PR |000008074647355|13/03/2009|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-08_C_3_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-08_C_3_20175230.PDF
A0100000000006Q|PR |000008074647355|23/03/2009|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-08_C_4_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-08_C_4_20175230.PDF
A0100000000006Q|PR |000008074647355|24/03/2009|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-08_C_5_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-08_C_5_20175230.PDF
A0100000000006Q|PR |000008074647355|01/01/1901|000000                                                                                                                                                                AF-03-PRPE-11       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-PRPE-11_O_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-PRPE-11_O_0_20175230.PDF
A0100000000006Q|PR |000008074647355|29/02/2008|000000                                                                                                                                                                AF-08-ESIN-32       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_EN-05-COMU-48_C_7_20175230.PDF                                             MASIVO      S8503960_807464735508_EN-05-COMU-48_C_7_20175230.PDF
A0100000000006Q|PR |000008074647355|14/03/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_EN-05-COMU-48_C_8_20175230.PDF                                             MASIVO      S8503960_807464735508_EN-05-COMU-48_C_8_20175230.PDF
A0100000000006Q|PR |000008074647356|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-08-INLI-01_C_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-08-INLI-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647356|08/02/2005|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-03-ESIN-40_C_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-03-ESIN-40_C_0_20175230.PDF
A0100000000006Q|PR |000008074647356|16/02/2010|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-03-CORR-02_O_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-03-CORR-02_O_0_20175230.PDF
A0100000000006Q|PR |000008074647356|01/03/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-08-CUAD-02_O_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-08-CUAD-02_O_0_20175230.PDF
A0100000000006Q|PR |000008074647356|01/03/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-08-CUAD-02_C_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-08-CUAD-02_C_0_20175230.PDF
A0100000000006Q|PR |000008074647355|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-08-INLI-01_C_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-08-INLI-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647355|03/03/2008|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-CORR-02_O_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-CORR-02_O_0_20175230.PDF
A0100000000006Q|PR |000008074647355|25/03/2009|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-CORR-01_O_0_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-CORR-01_O_0_20175230.PDF
A0100000000006Q|PR |000008074647355|25/03/2009|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647355        ContratoPR          18503960_807464735508_AF-03-CORR-01_O_1_20175230.PDF                                             MASIVO      S8503960_807464735508_AF-03-CORR-01_O_1_20175230.PDF
A0100000000006Q|PR |000008074647356|01/01/1901|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_EN-05-COMU-48_C_0_20175230.PDF                                             MASIVO      S8503961_807464735607_EN-05-COMU-48_C_0_20175230.PDF
A0100000000006Q|PR |000008074647356|08/02/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-03-PRPE-08_C_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-03-PRPE-08_C_0_20175230.PDF
A0100000000006Q|PR |000008074647356|08/02/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-03-PRPE-08_C_1_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-03-PRPE-08_C_1_20175230.PDF
A0100000000006Q|PR |000008074647356|08/02/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-03-PRPE-08_O_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-03-PRPE-08_O_0_20175230.PDF
A0100000000006Q|PR |000008074647356|22/02/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-03-PRPE-08_O_1_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-03-PRPE-08_O_1_20175230.PDF
A0100000000006Q|PR |000008074647356|26/03/2009|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647356        ContratoPR          18503961_807464735607_AF-05-CERA-14_O_0_20175230.PDF                                             MASIVO      S8503961_807464735607_AF-05-CERA-14_O_0_20175230.PDF
A0100000000006Q|PR |000008074647357|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647357        ContratoPR          18503962_807464735706_AF-08-INLI-01_C_0_20175230.PDF                                             MASIVO      S8503962_807464735706_AF-08-INLI-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647357|30/10/2006|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647357        ContratoPR          18503962_807464735706_AF-03-CORR-02_O_0_20175230.PDF                                             MASIVO      S8503962_807464735706_AF-03-CORR-02_O_0_20175230.PDF
A0100000000006Q|PR |000008074647357|18/10/2006|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647357        ContratoPR          18503962_807464735706_AF-03-PRPE-08_C_0_20175230.PDF                                             MASIVO      S8503962_807464735706_AF-03-PRPE-08_C_0_20175230.PDF
A0100000000006Q|PR |000008074647357|25/10/2006|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647357        ContratoPR          18503962_807464735706_AF-03-PRPE-08_O_0_20175230.PDF                                             MASIVO      S8503962_807464735706_AF-03-PRPE-08_O_0_20175230.PDF
A0100000000006Q|PR |000008074647359|27/12/2007|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-05-CERA-14_O_10_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-05-CERA-14_O_10_20175230.PDF
A0100000000006Q|PR |000008074647359|17/05/2006|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_22_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_22_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_C_22_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_C_22_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_C_15_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_C_15_20175230.PDF
A0100000000006Q|PR |000008074647359|21/02/2008|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_C_23_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_C_23_20175230.PDF
A0100000000006Q|PR |000008074647359|10/03/2008|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_C_24_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_C_24_20175230.PDF
A0100000000006Q|PR |000008074647359|24/05/2007|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_C_25_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_C_25_20175230.PDF
A0100000000006Q|PR |000008074647359|02/04/2008|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_C_26_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_C_26_20175230.PDF
A0100000000006Q|PR |000008074647359|10/05/2007|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_33_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_33_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_26_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_26_20175230.PDF
A0100000000006Q|PR |000008074647359|03/04/2008|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-CORR-02_O_16_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-CORR-02_O_16_20175230.PDF
A0100000000006Q|PR |000008074647359|12/04/2005|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-01-ESIN-26_O_20_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-01-ESIN-26_O_20_20175230.PDF
A0100000000006Q|PR |000008074647359|18/03/2008|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-CORR-01_O_20_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-CORR-01_O_20_20175230.PDF
A0100000000006Q|PR |000008074647359|23/04/2007|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_27_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_27_20175230.PDF
A0100000000006Q|PR |000008074647359|01/04/2008|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_28_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_28_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_29_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_29_20175230.PDF
A0100000000006Q|PR |000008074647359|10/03/2008|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_30_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_30_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_31_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_31_20175230.PDF
A0100000000006Q|PR |000008074647359|21/02/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_12_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_12_20175230.PDF
A0100000000006Q|PR |000008074647359|10/03/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_13_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_13_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-03-ESIN-40       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-ESIN-40_C_32_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-ESIN-40_C_32_20175230.PDF
A0100000000006Q|PR |000008074647359|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-08-INLI-01_C_40_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-08-INLI-01_C_40_20175230.PDF
A0100000000006Q|PR |000008074647359|30/04/2007|000000                                                                                                                                                                AF-08-ESIN-32       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-08-ESIN-32_C_40_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-08-ESIN-32_C_40_20175230.PDF
A0100000000006Q|PR |000008074647359|21/02/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_6_20175230.PDF                                             MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_6_20175230.PDF
A0100000000006Q|PR |000008074647359|10/03/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_7_20175230.PDF                                             MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_7_20175230.PDF
A0100000000006Q|PR |000008074647359|01/04/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_8_20175230.PDF                                             MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_8_20175230.PDF
A0100000000006Q|PR |000008074647359|24/05/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_9_20175230.PDF                                             MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_9_20175230.PDF
A0100000000006Q|PR |000008074647359|21/02/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_10_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_10_20175230.PDF
A0100000000006Q|PR |000008074647359|10/03/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_11_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_11_20175230.PDF
A0100000000006Q|PR |000008074647359|10/12/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_19_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_19_20175230.PDF
A0100000000006Q|PR |000008074647359|04/04/2000|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_20_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_20_20175230.PDF
A0100000000006Q|PR |000008074647359|24/05/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647359        ContratoPR          18503964_807464735904_AF-03-PRPE-08_C_21_20175230.PDF                                            MASIVO      S8503964_807464735904_AF-03-PRPE-08_C_21_20175230.PDF
A0100000000006Q|PR |000008074647735|13/03/2008|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647735        ContratoPR          18503964_8074647735904_AF-03-PRPE-08_C_0_20175230.PDF                                            MASIVO      S8503964_8074647735904_AF-03-PRPE-08_C_0_20175230.PDF
A0100000000006Q|PR |000008074647362|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-08-INLI-01_C_0_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-08-INLI-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647362|28/02/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-03-PRPE-08_C_0_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-03-PRPE-08_C_0_20175230.PDF
A0100000000006Q|PR |000008074647362|12/05/2004|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-03-PRPE-08_C_1_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-03-PRPE-08_C_1_20175230.PDF
A0100000000006Q|PR |000008074647362|28/02/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-03-PRPE-08_O_0_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-03-PRPE-08_O_0_20175230.PDF
A0100000000006Q|PR |000008074647362|20/05/2004|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-03-PRPE-08_C_2_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-03-PRPE-08_C_2_20175230.PDF
A0100000000006Q|PR |000008074647362|02/06/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-08-CUAD-02_C_0_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-08-CUAD-02_C_0_20175230.PDF
A0100000000006Q|PR |000008074647362|01/01/1901|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-03-PRPE-08_C_3_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-03-PRPE-08_C_3_20175230.PDF
A0100000000006Q|PR |000008074647362|03/05/2004|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-01-ESIN-26_O_0_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-01-ESIN-26_O_0_20175230.PDF
A0100000000006Q|PR |000008074647362|01/01/1901|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_DSI-04_C_0_20175230.PDF                                                    MASIVO      S8503966_807464736209_DSI-04_C_0_20175230.PDF
A0100000000006Q|PR |000008074647362|01/01/1901|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_DSI-04_C_2_20175230.PDF                                                    MASIVO      S8503966_807464736209_DSI-04_C_2_20175230.PDF
A0100000000006Q|PR |000008074647362|08/06/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_EN-05-COMU-48_C_2_20175230.PDF                                             MASIVO      S8503966_807464736209_EN-05-COMU-48_C_2_20175230.PDF
A0100000000006Q|PR |000008074647362|01/01/1901|000000                                                                                                                                                                AF-03-TASA-13       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_DSI-01_C_2_20175230.PDF                                                    MASIVO      S8503966_807464736209_DSI-01_C_2_20175230.PDF
A0100000000006Q|PR |000008074647362|01/01/1901|000000                                                                                                                                                                AF-03-TASA-13       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_DSI-01_C_3_20175230.PDF                                                    MASIVO      S8503966_807464736209_DSI-01_C_3_20175230.PDF
A0100000000006Q|PR |000008074647362|18/05/2004|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647362        ContratoPR          18503966_807464736209_AF-03-CORR-02_O_0_20175230.PDF                                             MASIVO      S8503966_807464736209_AF-03-CORR-02_O_0_20175230.PDF
A0100000000006Q|PR |000008074647363|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647363        ContratoPR          18503967_807464736308_AF-08-INLI-01_C_0_20175230.PDF                                             MASIVO      S8503967_807464736308_AF-08-INLI-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647366|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647366        ContratoPR          18503970_807464736605_AF-08-INLI-01_C_0_20175230.PDF                                             MASIVO      S8503970_807464736605_AF-08-INLI-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647367|04/04/2005|000000                                                                                                                                                                AF-02-ANEX-02       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-02-ANEX-02_C_0_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-02-ANEX-02_C_0_20175230.PDF
A0100000000006Q|PR |000008074647367|03/12/2002|000000                                                                                                                                                                AF-03-CERA-19       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CERA-19_C_0_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CERA-19_C_0_20175230.PDF
A0100000000006Q|PR |000008074647367|31/07/2002|000000                                                                                                                                                                AF-03-CERA-19       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CERA-19_C_1_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CERA-19_C_1_20175230.PDF
A0100000000006Q|PR |000008074647367|26/09/2002|000000                                                                                                                                                                AF-03-CERA-19       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CERA-19_C_2_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CERA-19_C_2_20175230.PDF
A0100000000006Q|PR |000008074647367|01/10/2002|000000                                                                                                                                                                AF-03-CERA-19       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CERA-19_C_3_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CERA-19_C_3_20175230.PDF
A0100000000006Q|PR |000008074647367|01/01/1901|000000                                                                                                                                                                AF-03-CERA-19       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CERA-19_C_4_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CERA-19_C_4_20175230.PDF
A0100000000006Q|PR |000008074647367|01/01/1901|000000                                                                                                                                                                AF-03-TASA-13       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_EN-04-FICH-03_O_0_20175230.PDF                                             MASIVO      S8503971_807464736704_EN-04-FICH-03_O_0_20175230.PDF
A0100000000006Q|PR |000008074647367|13/12/2002|000000                                                                                                                                                                AF-08-CERJ-57       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-08-CERJ-57_C_0_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-08-CERJ-57_C_0_20175230.PDF
A0100000000006Q|PR |000008074647367|01/01/1901|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CORR-01_C_0_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CORR-01_C_0_20175230.PDF
A0100000000006Q|PR |000008074647367|18/09/2002|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CORR-01_C_1_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CORR-01_C_1_20175230.PDF
A0100000000006Q|PR |000008074647367|16/10/2002|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CORR-01_C_2_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CORR-01_C_2_20175230.PDF
A0100000000006Q|PR |000008074647367|09/12/2002|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647367        ContratoPR          18503971_807464736704_AF-03-CORR-01_C_3_20175230.PDF                                             MASIVO      S8503971_807464736704_AF-03-CORR-01_C_3_20175230.PDF
